sample,TCGA-S9-A7J2-01
ENST00000233573.6,0.0000
ENST00000475935.5,3.2300
ENST00000470765.5,0.0000
ENST00000316843.8,93.1800
ENST00000342427.6,21.0100
ENST00000532930.1,0.0000
ENST00000475228.5,0.0000
ENST00000583142.5,0.3200
ENST00000452812.1,0.0000
ENST00000479531.1,4.1700
ENST00000439069.5,4.5100
ENST00000521355.1,0.0000
ENST00000515144.5,1.8900
ENST00000349456.8,2.4200
ENST00000574591.1,0.0000
ENST00000575165.6,0.4400
ENST00000556546.1,0.0000
ENST00000569696.5,0.0200
ENST00000614931.1,0.0000
ENST00000580296.5,0.3600
ENST00000356696.7,6.9100
ENST00000384577.1,0.0000
ENST00000305354.4,0.0000
ENST00000584472.5,0.0000
ENST00000617655.1,0.0000
ENST00000583043.5,12.0200
ENST00000565312.2,67.9800
ENST00000554811.5,0.0000
ENST00000583614.1,0.0000
ENST00000437406.1,49.7400
ENST00000334134.2,0.0000
ENST00000565945.1,2.2200
ENST00000532253.5,0.0000
ENST00000581132.1,0.0000
ENST00000548548.1,1.8400
ENST00000599243.5,0.0000
ENST00000310974.8,98.6100
ENST00000448157.6,2.0800
ENST00000541570.6,0.4500
ENST00000426008.1,28.5800
ENST00000296474.7,0.0000
ENST00000586679.1,3.7000
ENST00000437587.5,0.9300
ENST00000404406.5,0.0000
ENST00000577744.1,0.0000
ENST00000442966.6,67.0500
ENST00000549430.5,0.0000
ENST00000560708.5,2.6300
ENST00000417538.6,0.0000
ENST00000617223.1,0.0000
ENST00000624471.1,100.0000
ENST00000356444.6,33.8300
ENST00000564511.1,0.0000
ENST00000525846.6,29.9800
ENST00000622392.1,0.0000
ENST00000491700.1,1.7400
ENST00000474467.1,0.0000
ENST00000419765.3,0.0000
ENST00000495058.5,7.4200
ENST00000438228.1,0.0000
ENST00000601519.5,0.0000
ENST00000565844.1,18.3400
ENST00000465903.5,0.0000
ENST00000599342.5,0.0000
ENST00000590009.5,0.0800
ENST00000608951.5,12.5000
ENST00000344318.3,96.6200
ENST00000527956.5,0.0000
ENST00000599515.2,100.0000
ENST00000529347.1,21.9100
ENST00000591867.5,0.0000
ENST00000589992.1,28.2800
ENST00000526118.1,0.0000
ENST00000367367.8,0.0000
ENST00000550812.1,0.0000
ENST00000514423.1,1.3400
ENST00000592778.1,0.0000
ENST00000513838.5,6.6200
ENST00000498440.5,1.6100
ENST00000377059.7,49.8700
ENST00000566508.5,0.3000
ENST00000619789.1,0.0000
ENST00000341028.8,2.3900
ENST00000539611.1,0.0500
ENST00000440974.1,100.0000
ENST00000624745.1,0.0000
ENST00000421501.1,0.0000
ENST00000590577.2,3.3400
ENST00000555812.5,0.0000
ENST00000617362.1,0.0000
ENST00000453491.2,100.0000
ENST00000517917.5,0.0000
ENST00000537725.1,0.0000
ENST00000478175.1,0.0000
ENST00000368966.8,13.4300
ENST00000511849.2,100.0000
ENST00000375947.1,0.0000
ENST00000551539.1,0.0000
ENST00000368298.2,0.0000
ENST00000532397.1,100.0000
ENST00000332512.7,100.0000
ENST00000406040.2,0.0000
ENST00000369812.6,0.0000
ENST00000468463.5,1.8900
ENST00000624324.1,100.0000
ENST00000545906.1,0.0000
ENST00000460212.1,23.5800
ENST00000519842.1,0.0000
ENST00000618226.1,0.0000
ENST00000624253.1,100.0000
ENST00000622197.4,0.0000
ENST00000398506.6,1.2500
ENST00000594174.5,0.0000
ENST00000615196.4,0.7500
ENST00000490450.5,0.0000
ENST00000515442.1,1.1900
ENST00000502254.5,0.0000
ENST00000523182.5,0.0000
ENST00000589778.2,0.0000
ENST00000441159.6,81.3500
ENST00000571278.1,4.5500
ENST00000560282.1,40.3200
ENST00000457490.1,0.0000
ENST00000509405.5,0.0000
ENST00000401853.1,0.0000
ENSTR0000496630.5,0.0000
ENST00000419650.1,0.0000
ENST00000446813.4,0.0000
ENST00000557147.1,9.8800
ENST00000609463.1,100.0000
ENST00000526424.5,0.0000
ENST00000535849.1,0.0000
ENST00000509850.2,9.1000
ENST00000358769.6,49.7500
ENST00000467977.5,0.0000
ENST00000615865.1,0.0000
ENST00000506103.2,3.8200
ENST00000495124.1,0.0000
ENST00000426260.5,0.0000
ENST00000566567.1,100.0000
ENST00000265523.8,91.4200
ENST00000628054.1,0.0000
ENST00000249071.10,97.3400
ENST00000520923.5,0.0000
ENST00000384442.1,0.0000
ENST00000450578.1,0.0000
ENST00000617768.4,0.0000
ENST00000259555.5,0.0000
ENST00000592557.5,0.0000
ENST00000338565.3,0.0000
ENST00000613030.4,0.3100
ENST00000559059.1,4.9300
ENST00000520920.5,0.0000
ENST00000422026.1,0.0000
ENST00000362839.1,0.0000
ENST00000411602.1,0.0000
ENST00000573895.1,0.1700
ENST00000472880.1,1.2800
ENST00000627123.2,0.0000
ENST00000428785.1,0.0000
ENST00000363502.1,0.0000
ENST00000296545.11,0.0000
ENST00000337387.4,49.2700
ENST00000546946.5,6.6000
ENST00000539086.5,58.6700
ENST00000412393.5,4.3300
ENST00000522984.2,0.0000
ENST00000539106.5,0.7800
ENST00000342690.4,0.5700
ENST00000578204.1,1.6700
ENST00000584214.1,0.4300
ENST00000412274.6,0.0000
ENST00000434469.1,11.3500
ENST00000391952.7,16.8800
ENST00000486418.5,8.9400
ENST00000580791.1,0.0000
ENST00000441861.5,15.2500
ENST00000561618.5,13.8700
ENST00000624106.1,100.0000
ENST00000592676.1,1.2200
ENST00000627697.1,0.0000
ENST00000559378.4,0.0000
ENST00000462223.1,0.0000
ENST00000026218.9,45.3700
ENST00000420973.5,0.0000
ENST00000534835.5,1.3600
ENST00000365532.1,0.0000
ENST00000250263.7,74.2900
ENST00000520584.5,14.4600
ENST00000609775.1,100.0000
ENST00000425896.1,0.0000
ENST00000501702.6,12.9700
ENST00000431557.1,19.1400
ENST00000290460.7,0.0000
ENST00000552655.1,0.0000
ENST00000428076.1,0.0000
ENST00000513128.5,0.0000
ENST00000620219.4,2.1900
ENST00000367643.7,0.0000
ENST00000472866.6,22.7600
ENST00000377181.2,0.0000
ENST00000405002.5,9.4800
ENST00000404299.3,1.0900
ENST00000510955.5,4.0800
ENST00000556948.1,72.3900
ENST00000438799.5,0.8300
ENST00000503378.1,16.1700
ENST00000391871.4,0.0000
ENST00000360718.5,43.7100
ENST00000506556.1,0.0000
ENST00000511432.5,0.0000
ENST00000589586.6,0.1300
ENST00000381118.7,8.6500
ENST00000475486.1,12.7800
ENST00000479797.1,0.0000
ENST00000585067.5,9.9600
ENST00000515322.2,3.3200
ENST00000562826.5,0.0000
ENST00000506762.1,0.0000
ENST00000623972.1,100.0000
ENST00000342499.8,35.3600
ENST00000520934.1,0.0000
ENST00000359204.4,75.5000
ENST00000466560.1,0.0000
ENST00000485822.1,1.2500
ENST00000516034.1,0.0000
ENST00000384984.1,0.0000
ENST00000620902.1,0.2200
ENST00000481583.1,0.3600
ENST00000325599.12,97.6500
ENST00000375600.5,0.0000
ENST00000431953.1,0.0000
ENST00000378428.3,0.0000
ENST00000514769.1,0.0000
ENST00000570702.5,0.0000
ENST00000624167.1,0.0000
ENST00000611647.1,0.0000
ENST00000443674.5,11.3700
ENST00000304568.3,100.0000
ENST00000568393.1,100.0000
ENST00000399992.5,0.0000
ENST00000468136.5,2.1200
ENST00000573080.1,1.1200
ENST00000358460.8,22.6500
ENST00000578410.1,0.0000
ENST00000437801.6,0.0000
ENST00000632983.1,0.0000
ENST00000571319.5,0.0000
ENST00000436898.5,0.0000
ENST00000597766.1,0.0000
ENST00000586013.5,12.6100
ENST00000587071.5,19.8800
ENST00000592112.1,1.5100
ENST00000485363.1,0.0000
ENST00000535911.1,100.0000
ENST00000264785.11,3.5100
ENST00000410050.5,10.2900
ENST00000589560.2,0.0000
ENST00000536494.5,18.0000
ENST00000615330.4,0.0000
ENST00000408298.1,0.0000
ENST00000493949.1,0.0000
ENST00000537668.1,0.0000
ENST00000465070.5,1.3000
ENST00000570085.5,8.0300
ENST00000628775.2,0.0000
ENST00000491598.5,4.8300
ENST00000484420.1,10.2700
ENST00000602677.5,4.5100
ENST00000560814.1,100.0000
ENST00000422113.6,46.2400
ENST00000530641.5,20.3400
ENST00000597118.1,0.4100
ENST00000432294.1,0.0000
ENST00000616567.1,0.0000
ENST00000320451.6,13.8800
ENST00000618596.1,0.0000
ENST00000464550.5,0.0000
ENST00000462280.1,4.2500
ENST00000486131.1,3.7100
ENST00000554182.5,1.2500
ENST00000492058.1,0.1600
ENST00000423517.6,20.0200
ENST00000614092.1,0.0000
ENST00000599239.5,0.5900
ENST00000524306.1,7.3400
ENST00000526899.5,0.0000
ENST00000410371.1,0.0000
ENST00000536537.1,0.0000
ENST00000611114.1,0.0000
ENST00000467087.5,17.9600
ENST00000320431.7,100.0000
ENST00000381333.8,27.4200
ENST00000524683.5,0.4800
ENST00000510896.1,100.0000
ENST00000433802.1,0.0000
ENST00000481886.5,0.0000
ENST00000561169.5,0.0000
ENST00000334356.2,0.0000
ENST00000464206.5,1.9100
ENST00000474543.5,16.1600
ENST00000521126.1,0.0000
ENST00000509731.5,0.9200
ENST00000614531.1,0.0000
ENST00000620217.4,5.7700
ENST00000619249.1,0.0000
ENST00000443175.1,0.4600
ENST00000457755.5,0.0000
ENST00000577739.1,0.0000
ENST00000512986.5,0.0000
ENST00000253329.2,96.6200
ENST00000477567.5,0.0000
ENST00000528936.5,0.0000
ENST00000616963.1,0.0000
ENST00000523077.1,17.1500
ENST00000476675.5,0.0000
ENST00000465145.5,0.0000
ENST00000462301.1,0.0000
ENST00000587265.1,11.0600
ENST00000366089.2,0.5200
ENST00000600875.5,0.8400
ENST00000457897.1,0.0000
ENST00000604449.1,0.0000
ENST00000398475.5,1.9100
ENST00000471498.5,2.8100
ENST00000585069.2,0.0000
ENST00000403080.5,3.6400
ENST00000370298.8,77.5000
ENST00000374778.4,0.9200
ENST00000530356.5,0.0000
ENST00000482796.1,0.0000
ENST00000564111.5,0.0000
ENST00000446096.5,0.0000
ENST00000459987.1,0.0000
ENST00000474438.1,6.5600
ENST00000563499.1,0.0000
ENST00000484189.1,53.8700
ENST00000478328.1,54.7000
ENST00000407594.2,100.0000
ENST00000476888.5,0.0000
ENST00000477264.1,1.8600
ENST00000554411.5,64.0100
ENST00000509318.2,3.3500
ENST00000512135.5,100.0000
ENST00000578379.5,0.0000
ENST00000468831.5,1.1000
ENST00000439823.1,100.0000
ENST00000403565.5,1.7800
ENST00000371148.2,0.0000
ENST00000423642.5,0.0000
ENST00000372627.9,76.6300
ENST00000473974.5,1.4600
ENST00000620079.1,0.0000
ENST00000506730.5,19.4700
ENST00000261302.9,0.0000
ENST00000366280.2,0.0000
ENST00000421633.1,0.0000
ENST00000301396.8,0.0000
ENST00000469159.1,11.6500
ENST00000569357.4,0.0000
ENST00000366772.6,0.3200
ENST00000357447.6,0.0000
ENST00000552990.5,2.9800
ENST00000529173.5,0.0300
ENST00000477492.1,2.1100
ENST00000455541.1,0.0000
ENST00000517976.5,0.0000
ENST00000448319.5,0.0000
ENST00000364007.1,0.0000
ENST00000583003.1,0.0000
ENST00000480433.1,1.2000
ENST00000444716.5,4.1500
ENST00000264595.6,60.8800
ENST00000506945.5,7.7000
ENST00000530835.1,100.0000
ENST00000454145.5,0.0000
ENST00000554673.5,0.0000
ENST00000589108.1,2.8300
ENST00000519322.1,1.8100
ENST00000374324.5,0.6200
ENST00000415502.1,0.0000
ENST00000471896.5,0.0000
ENST00000554790.5,6.3000
ENST00000481154.1,0.0000
ENST00000585688.5,3.7600
ENST00000547099.5,0.0000
ENST00000373809.2,0.0000
ENST00000486637.1,1.8000
ENST00000537688.5,0.0000
ENST00000383788.9,95.3500
ENST00000493299.1,0.0000
ENST00000427361.5,22.4600
ENST00000433977.5,2.1400
ENST00000614918.4,3.2800
ENST00000579841.1,0.0000
ENST00000405763.7,5.1900
ENST00000495426.1,0.0000
ENST00000290341.7,100.0000
ENST00000504797.1,1.0200
ENST00000523554.1,0.0000
ENST00000480550.1,16.1900
ENST00000509133.1,100.0000
ENST00000599988.5,0.0000
ENST00000435327.2,0.0000
ENST00000620505.1,0.0000
ENST00000373988.5,0.0000
ENST00000332112.8,0.0000
ENST00000496698.5,0.2300
ENST00000369251.6,0.0000
ENST00000568573.1,0.0000
ENST00000482798.5,0.0000
ENST00000569840.6,16.6300
ENST00000522765.1,0.0000
ENST00000572174.5,21.6000
ENST00000514194.5,0.0000
ENST00000564538.5,0.0000
ENST00000535338.5,4.6500
ENST00000380648.8,0.0000
ENST00000582093.1,100.0000
ENST00000403696.5,0.0000
ENST00000616474.1,3.2500
ENST00000512633.1,0.0000
ENST00000496286.3,0.0000
ENST00000467023.5,0.0000
ENST00000347048.8,0.0000
ENST00000446784.5,100.0000
ENST00000574657.1,100.0000
ENST00000506973.1,2.9100
ENST00000584531.1,0.0000
ENST00000414678.6,72.0200
ENST00000477359.1,7.9800
ENST00000371146.5,45.1200
ENST00000604872.5,14.5500
ENST00000516313.1,0.0000
ENST00000633930.1,12.9100
ENST00000571062.1,0.0000
ENST00000558777.5,0.5200
ENST00000498283.1,2.2800
ENST00000609242.1,100.0000
ENST00000511108.5,0.0000
ENST00000391126.1,0.0000
ENST00000630133.1,0.0000
ENST00000554126.5,1.2400
ENST00000292562.11,72.1000
ENST00000494961.5,0.0000
ENST00000513053.5,0.0000
ENST00000458071.5,0.0000
ENST00000427731.2,0.0000
ENST00000551176.1,0.0000
ENST00000456318.5,11.2600
ENST00000488773.1,0.0000
ENST00000616781.4,0.0000
ENST00000371649.5,6.4700
ENST00000558294.1,3.0900
ENST00000604104.1,100.0000
ENST00000320389.11,93.1400
ENST00000033079.7,77.6500
ENST00000505123.5,0.0000
ENST00000610907.1,6.0900
ENST00000512393.1,8.5900
ENST00000424132.1,0.0000
ENST00000409626.5,9.4500
ENST00000435252.1,2.0200
ENST00000328051.2,0.0000
ENST00000461411.1,1.8600
ENST00000577806.1,8.0400
ENST00000523767.5,0.1300
ENST00000611336.2,0.0000
ENST00000336505.10,87.0500
ENST00000450072.5,0.0000
ENST00000565659.1,100.0000
ENST00000543587.5,1.4400
ENST00000376672.5,4.7900
ENST00000490321.1,4.1500
ENST00000560628.1,21.7000
ENST00000554232.5,3.6300
ENST00000444224.1,0.0000
ENST00000612274.4,0.0000
ENST00000442186.5,3.7500
ENST00000482291.1,13.1600
ENST00000615947.1,100.0000
ENST00000530900.1,2.8500
ENST00000505270.1,0.5200
ENST00000475870.1,0.0000
ENST00000460807.2,0.0000
ENST00000578955.1,7.6700
ENST00000536918.1,4.2000
ENST00000368097.8,79.9100
ENST00000348354.6,82.9800
ENST00000362550.1,0.0000
ENST00000475913.5,0.0000
ENST00000465829.5,61.4100
ENST00000548803.5,0.0000
ENST00000419846.1,100.0000
ENST00000433646.1,0.0000
ENST00000444357.5,0.0000
ENST00000522826.5,0.0000
ENST00000378867.7,29.6300
ENST00000518110.1,6.2500
ENST00000379295.5,0.1900
ENST00000569222.5,0.0000
ENST00000244533.7,6.0500
ENST00000376667.7,37.7100
ENST00000504489.3,0.5500
ENST00000332840.9,0.0000
ENST00000503624.1,100.0000
ENST00000585656.1,0.0000
ENST00000520949.1,1.1200
ENST00000454323.1,3.5000
ENST00000489245.5,16.0700
ENST00000574246.1,100.0000
ENST00000457307.1,6.6700
ENST00000448664.5,0.0000
ENST00000604946.1,100.0000
ENST00000455214.1,11.5200
ENST00000418067.1,0.0000
ENST00000301691.2,0.0000
ENST00000492703.1,0.0000
ENST00000316594.5,100.0000
ENST00000431719.1,0.0000
ENST00000508808.1,0.0000
ENST00000429139.1,100.0000
ENST00000518362.1,0.0000
ENST00000406423.5,0.0000
ENST00000234115.10,79.9000
ENST00000531003.1,0.0000
ENST00000432574.2,0.0000
ENST00000527273.5,4.0900
ENST00000577985.5,0.5300
ENST00000597157.1,0.0000
ENST00000394611.6,0.8400
ENST00000355962.4,100.0000
ENST00000366992.7,0.0000
ENST00000444653.1,0.0000
ENST00000375667.7,100.0000
ENST00000450147.6,0.0000
ENST00000433065.1,0.0000
ENST00000298845.11,0.0000
ENST00000626603.1,54.9300
ENST00000532348.1,0.0000
ENST00000534447.5,7.2300
ENST00000426464.2,0.0000
ENST00000480623.5,25.4200
ENST00000383661.3,0.0000
ENST00000265382.7,57.3600
ENST00000544716.5,2.0700
ENST00000516411.1,0.0000
ENST00000580518.1,0.0000
ENST00000591753.1,6.4500
ENST00000590534.1,1.8500
ENST00000566649.1,0.0000
ENST00000503007.5,34.8500
ENST00000602424.3,0.0000
ENST00000574070.5,29.2500
ENST00000351936.10,0.0000
ENST00000385114.2,0.0000
ENST00000432710.6,0.0000
ENST00000441231.1,0.0000
ENST00000438828.3,7.7600
ENST00000335312.7,90.7600
ENST00000479554.5,0.0000
ENST00000418789.3,0.0000
ENST00000583123.1,17.7400
ENST00000433993.5,8.3700
ENST00000610896.1,0.0000
ENST00000393387.5,84.7700
ENST00000611462.1,0.0000
ENST00000369067.7,0.2200
ENST00000241704.7,60.0200
ENST00000571650.5,63.9400
ENST00000560626.6,1.6500
ENST00000503384.1,0.1900
ENST00000485608.5,20.5800
ENST00000549572.5,11.3700
ENST00000359593.8,37.1600
ENST00000598419.1,0.0000
ENST00000437844.6,2.9400
ENST00000409870.1,2.2500
ENST00000561358.1,0.0000
ENST00000355301.8,13.1800
ENST00000358409.6,0.0000
ENST00000621791.4,1.0000
ENST00000622607.4,3.0200
ENST00000456172.5,2.9500
ENST00000373105.1,17.2600
ENST00000350320.10,1.2000
ENST00000486813.1,1.5000
ENST00000505562.1,0.0000
ENST00000485789.5,9.7300
ENST00000418187.1,0.0000
ENST00000455381.5,0.0000
ENST00000616769.1,0.0000
ENST00000508406.1,0.0000
ENST00000564809.1,0.0000
ENST00000492162.5,0.4600
ENST00000409702.1,1.8800
ENST00000486514.5,0.0000
ENST00000484036.1,2.4700
ENST00000618296.4,17.2300
ENST00000532742.5,7.2900
ENST00000487090.1,0.3900
ENST00000567634.1,100.0000
ENST00000466951.1,0.1800
ENST00000373084.8,37.4100
ENST00000621676.4,65.0700
ENST00000571190.1,0.0000
ENST00000286122.11,18.2000
ENST00000362841.1,0.0000
ENST00000419890.3,0.0000
ENST00000551216.2,1.8200
ENST00000531228.1,2.2100
ENST00000532014.1,0.0000
ENST00000446702.6,20.0500
ENST00000415264.5,0.0000
ENST00000538946.5,0.4200
ENST00000465563.5,0.0000
ENST00000592906.1,0.0000
ENST00000567661.5,0.0000
ENST00000374804.9,0.0000
ENST00000610747.1,3.2300
ENST00000579205.5,1.2100
ENST00000423161.3,6.4300
ENST00000376059.7,70.6000
ENST00000462694.1,0.0000
ENST00000616810.1,0.0000
ENST00000580645.2,0.0000
ENST00000417068.5,0.0000
ENST00000414127.1,0.0000
ENST00000558589.5,0.0000
ENST00000455712.5,12.6700
ENST00000543114.1,0.0000
ENST00000463068.1,0.0000
ENST00000396952.5,100.0000
ENST00000532441.5,0.0000
ENST00000549992.5,77.0800
ENST00000327215.6,0.0000
ENST00000540355.5,0.0000
ENST00000457373.5,0.0000
ENST00000458207.5,0.0000
ENST00000589717.1,50.7600
ENST00000438703.1,0.0000
ENST00000544557.1,0.0000
ENST00000355356.3,56.5600
ENST00000544718.1,1.0800
ENST00000594340.5,0.0000
ENST00000566647.1,0.0000
ENST00000409985.5,0.9100
ENST00000465458.1,1.7000
ENST00000284000.8,51.8500
ENST00000414739.3,19.3800
ENST00000477191.5,0.0000
ENST00000461821.1,6.3600
ENST00000619309.1,0.0000
ENST00000474506.1,0.0000
ENST00000613308.4,0.0000
ENST00000567355.1,7.0500
ENST00000462737.1,10.0800
ENST00000488977.1,87.1300
ENST00000570373.5,2.7200
ENST00000412288.5,0.0000
ENST00000529915.1,0.0000
ENST00000619107.1,3.2500
ENST00000532865.5,0.0000
ENST00000503719.6,42.1800
ENST00000600757.5,19.4200
ENST00000313565.10,6.0100
ENST00000553341.5,2.6200
ENST00000376265.2,0.0000
ENST00000257963.8,97.6500
ENST00000544124.1,6.4700
ENST00000598417.5,0.0000
ENST00000242819.5,100.0000
ENST00000629719.2,0.0000
ENST00000467423.1,2.3200
ENST00000513857.1,0.0000
ENST00000622361.1,0.0000
ENST00000336454.3,72.7700
ENST00000519510.5,0.0000
ENST00000579457.1,23.0900
ENST00000596694.1,61.5600
ENST00000363260.1,0.0000
ENST00000476441.6,0.0000
ENST00000439832.5,1.0200
ENST00000533977.5,0.0000
ENST00000517587.5,0.1400
ENST00000587882.5,0.6800
ENST00000555545.1,0.3600
ENST00000427025.6,64.9700
ENST00000546034.1,6.0500
ENST00000527306.1,4.7300
ENST00000411537.6,0.0000
ENST00000485787.1,0.0000
ENST00000398080.5,42.2400
ENST00000438159.5,0.0000
ENST00000409085.8,9.7600
ENST00000512646.5,1.4800
ENST00000418923.2,31.9600
ENST00000624266.1,0.0000
ENST00000628042.2,0.0000
ENST00000417431.5,0.0000
ENST00000433779.5,1.2600
ENST00000547607.1,0.0000
ENST00000502386.1,0.0000
ENST00000433498.1,100.0000
ENST00000622914.1,0.0000
ENST00000540408.5,0.5300
ENST00000343813.9,78.1400
ENST00000602511.1,0.0000
ENST00000405661.8,7.0300
ENST00000428391.1,100.0000
ENST00000502298.1,0.0000
ENST00000523851.1,0.0000
ENST00000379800.4,100.0000
ENST00000525736.1,0.4800
ENST00000465398.1,0.0000
ENST00000447219.6,0.0000
ENST00000232603.9,24.3700
ENST00000463281.1,0.0000
ENST00000542916.5,0.0000
ENST00000517380.1,0.0000
ENST00000374369.7,100.0000
ENST00000476295.5,18.5000
ENST00000553962.1,2.7400
ENST00000601716.1,0.0000
ENST00000467605.5,0.0000
ENST00000576991.1,0.0000
ENST00000605138.5,0.0000
ENST00000498730.5,7.2000
ENST00000494343.5,16.0500
ENST00000514327.5,0.0000
ENST00000476574.5,0.0000
ENST00000449571.5,0.0000
ENST00000567177.1,1.6100
ENST00000595388.5,0.0000
ENST00000485921.5,3.7300
ENST00000567296.6,0.3300
ENST00000264275.9,12.7600
ENST00000620841.1,0.0000
ENST00000557946.1,0.0000
ENST00000492446.1,0.0000
ENST00000301573.13,0.0000
ENST00000403125.1,100.0000
ENST00000591908.1,56.0700
ENST00000507314.1,1.9900
ENST00000421412.5,0.0000
ENST00000377836.8,43.4100
ENST00000493806.1,0.0000
ENST00000494734.1,0.0000
ENST00000446516.2,0.0000
ENST00000570060.1,100.0000
ENST00000436529.2,0.0000
ENST00000480539.1,2.0400
ENST00000582938.1,0.0000
ENST00000496445.5,0.0000
ENST00000502698.5,1.6100
ENST00000584815.1,100.0000
ENST00000362805.1,0.0000
ENST00000467586.5,8.7200
ENST00000484728.5,1.7600
ENST00000581911.1,0.0000
ENST00000578070.5,16.4400
ENST00000490519.1,0.1400
ENST00000498697.1,0.0000
ENST00000494242.1,0.0000
ENST00000481522.1,0.9300
ENST00000557718.5,0.0000
ENST00000527413.1,0.3800
ENST00000466617.5,0.0000
ENST00000602890.1,100.0000
ENST00000463088.5,25.4800
ENST00000379812.9,0.0000
ENST00000367089.7,97.6500
ENST00000441435.1,0.0400
ENST00000467062.5,20.5200
ENST00000452261.5,0.0000
ENST00000436474.5,0.0000
ENST00000620525.1,0.0000
ENST00000596839.1,100.0000
ENST00000612999.1,72.3900
ENST00000295294.11,0.0000
ENST00000431319.1,0.0000
ENST00000374979.7,18.2200
ENST00000400824.8,3.2200
ENST00000598305.5,0.0000
ENST00000591482.1,100.0000
ENST00000520548.1,0.0000
ENST00000560325.1,0.0000
ENST00000371560.4,0.0000
ENST00000519706.1,100.0000
ENST00000449977.6,54.2200
ENST00000530035.5,0.9400
ENST00000599269.1,0.0000
ENST00000467738.1,0.9300
ENST00000427770.1,0.0000
ENST00000615244.4,0.0000
ENST00000471766.1,0.0000
ENST00000473291.1,0.0000
ENST00000594914.1,0.0000
ENST00000560792.3,0.0000
ENST00000476356.5,0.0000
ENST00000594144.5,0.0000
ENST00000624169.1,100.0000
ENST00000396219.7,44.7300
ENST00000456833.1,0.0000
ENST00000534192.1,0.0000
ENST00000519081.1,0.0000
ENST00000614643.4,0.0000
ENST00000465705.3,0.0000
ENST00000496759.1,0.0000
ENST00000373797.1,7.9300
ENST00000525290.5,0.0000
ENST00000438559.5,28.5400
ENST00000510680.1,0.4500
ENST00000559255.1,15.6800
ENST00000497875.1,0.0000
ENST00000294652.12,0.0000
ENST00000472269.1,0.0000
ENST00000582415.1,22.7500
ENST00000546374.5,0.0000
ENST00000521770.1,22.4900
ENST00000494648.1,1.7900
ENST00000470395.1,7.2400
ENST00000464133.1,3.8100
ENST00000555723.5,0.0000
ENST00000489708.1,3.0500
ENST00000556707.5,0.0000
ENST00000464849.5,0.0000
ENST00000615085.3,0.0000
ENST00000510503.5,2.5000
ENST00000383914.1,0.0000
ENST00000522846.1,0.0000
ENST00000536118.5,3.7400
ENST00000505416.5,48.1500
ENST00000453341.1,7.7000
ENST00000296802.9,0.0000
ENST00000582253.2,0.0000
ENST00000493184.5,1.3300
ENST00000324166.6,14.1500
ENST00000377838.7,59.7500
ENST00000359191.10,1.2200
ENST00000445620.5,0.6800
ENST00000563266.1,2.2100
ENST00000519067.5,59.5400
ENST00000593169.1,100.0000
ENST00000602905.1,11.4100
ENST00000377346.8,86.3400
ENST00000533769.5,0.0000
ENST00000398776.1,31.6400
ENST00000425793.1,0.0000
ENST00000559328.5,10.7200
ENST00000496565.5,0.0000
ENST00000423701.6,1.6300
ENST00000359354.6,0.2800
ENST00000456357.6,49.9400
ENST00000362935.1,0.0000
ENST00000596352.5,0.0000
ENST00000428379.1,0.0000
ENST00000282903.9,47.9800
ENST00000452475.5,5.9000
ENST00000222673.5,85.5700
ENST00000382470.1,100.0000
ENST00000608010.1,100.0000
ENST00000431754.1,1.6500
ENST00000414109.2,12.6200
ENST00000549237.5,0.0000
ENST00000624711.1,0.0000
ENST00000570036.5,14.1100
ENST00000534987.5,0.0200
ENST00000369027.4,0.0000
ENST00000475763.5,1.8800
ENST00000394014.1,0.0000
ENST00000297591.9,35.0500
ENST00000269214.9,66.7000
ENST00000427233.5,0.4200
ENST00000417657.1,0.0000
ENST00000475211.1,1.7400
ENST00000445878.1,0.0000
ENST00000480310.1,0.0000
ENST00000469452.5,0.0000
ENST00000469308.1,11.0700
ENST00000400919.7,17.6400
ENST00000507890.1,0.0000
ENST00000563000.5,0.3700
ENST00000594076.5,0.0000
ENST00000440813.1,0.0000
ENST00000578296.1,100.0000
ENST00000507933.1,0.0000
ENST00000298049.11,65.7500
ENST00000340181.8,35.0600
ENST00000557572.1,0.2100
ENST00000507049.1,3.1000
ENST00000421767.1,83.3000
ENST00000509608.1,0.9200
ENST00000300730.10,10.1000
ENST00000414419.6,0.0000
ENST00000534134.1,2.7400
ENST00000627609.1,2.6300
ENST00000611937.1,0.0000
ENST00000491253.1,7.5500
ENST00000323039.9,37.4800
ENST00000490961.1,100.0000
ENST00000535417.1,0.5300
ENST00000546916.1,4.5300
ENST00000239117.3,3.3300
ENST00000405643.5,2.7600
ENST00000536052.5,0.0000
ENST00000470708.1,0.0000
ENST00000425804.1,0.0000
ENST00000352993.7,27.3400
ENST00000494429.2,0.1100
ENST00000462431.1,0.0000
ENST00000531714.1,0.0000
ENST00000482958.1,0.1600
ENST00000563181.1,23.3200
ENST00000542128.5,0.0000
ENST00000538708.5,3.3200
ENST00000357254.8,9.1400
ENST00000345728.9,60.2100
ENST00000528149.5,0.0000
ENST00000494927.1,0.0000
ENST00000487942.1,0.2300
ENST00000606261.1,63.8700
ENST00000493290.5,0.2800
ENST00000556052.1,1.5400
ENST00000422318.6,72.1500
ENST00000458014.1,0.0000
ENST00000578357.5,15.0500
ENST00000456375.1,40.9400
ENST00000349258.8,48.9100
ENST00000495772.1,0.6900
ENST00000545880.1,0.0000
ENST00000370846.8,6.0500
